Phenotype1,Phenotype2,Phenotype3,Phenotype4,Phenotype5,Phenotype6
-0.724260036,-0.147664178,-1.290466509,-1.139908749,-0.570056742,-0.999179548
0.358212936,2.575109137,0.959670764,1.516832086,0.403523722,1.815609922
-0.166944619,-0.172295841,-0.342779184,0.220896774,-0.735605202,-0.163267627
0.141354984,0.3863565,0.338736059,0.041166152,-0.989029291,0.150350822
-1.454133324,-0.933935309,-2.344420646,-1.334874854,-0.736349353,-0.681358348
-1.732315173,-1.9425962,-1.391622742,-3.188798879,-1.352163917,-1.37052987
0.32245166,-1.395171439,-0.457663135,-0.133419607,-0.588219752,-0.249492755
-0.565715839,0.545669201,0.465804734,-0.039242763,0.146602045,0.106331742
-0.33604786,-0.083338622,-1.452756896,-0.008957969,0.056805406,-0.922278657
0.94476244,0.333346524,0.07464354,1.5039519,-0.26713914,0.055399656
0.88159875,0.170556402,0.618457171,0.241089818,0.427385863,0.631231237
0.010715064,0.479685417,0.329964072,0.608335091,0.582261201,0.868654952
-1.10857206,0.031973008,-0.797305965,0.140746571,-0.054608892,0.808479114
-0.57073474,-1.561425677,-1.141911549,-1.124881199,-1.092390935,-0.191046944
-0.419473399,0.551879419,0.395558404,0.059802693,0.44630625,-0.454775934
0.222689097,0.056851072,-0.227672436,1.013570868,-1.017395996,0.608523155
0.430911085,-0.450133058,0.553660395,-0.323126134,0.093375413,0.02880065
-0.469667809,-0.037972868,-0.322798325,0.692332988,0.55281164,0.073818063
1.823487487,1.390370581,0.902396038,1.140638871,1.425204126,1.564925558
0.400518606,-0.628434386,0.954950459,0.912548201,-0.089110463,0.43905012
0.533317847,1.64884457,1.055606999,0.723665285,0.493489906,1.476799283
-1.12551282,-0.596829736,-0.181527785,-0.310200622,0.141330056,-0.83630667
-0.180526694,-0.408633059,-0.532347199,0.819859697,-1.071362222,-0.436375078
-0.506979378,-0.944833473,-0.358742204,0.095719985,-0.110350033,-0.857533864
0.573996399,1.57848379,-0.161344377,0.490971831,1.105252619,1.342177099
-1.473150937,-0.672069834,-0.65344633,-0.84537647,-0.479404789,-1.721621896
-1.216922197,-1.648610439,-1.209652955,-1.428842013,-1.540622597,-1.052650567
1.938787713,1.37743623,1.03755703,1.717716288,1.297643111,0.582297349
-0.213779815,-1.354678124,-1.135964033,-1.536861155,-0.614309269,-1.31976072
-0.322169718,-0.225375246,0.455999729,-0.86436543,0.185300652,-0.437051272
-0.625448262,-0.733792636,-1.051778946,0.315963776,-0.605459741,-1.561646453
-1.764396982,-2.503563033,-1.359161471,-0.71565498,-2.80595079,-1.62574742
0.509257597,-0.089921553,0.424311022,-0.181265428,0.049795113,-0.499068063
0.144930161,-0.189640346,-0.330157136,0.512878034,0.951482635,-0.163079388
-0.349934427,-0.620824413,-0.40690749,0.759537169,1.239419787,-0.279329549
0.079256142,0.138088014,-0.572217173,-0.683660378,-0.19993083,-0.193386626
-1.014795096,-1.235941623,-0.030182193,-1.349298832,-1.891406726,-0.157679827
-0.140014677,-0.125885915,-0.126222075,-0.072877789,-1.269840022,0.983423774
0.375721491,-0.013491996,0.507937006,0.571216614,0.016405883,-0.517476576
-0.931936027,-0.740133277,-0.268437059,-1.784653561,-0.552531434,-0.119227912
-1.11996773,-1.728193614,-0.27219846,-0.527819459,-0.241163789,-1.811848996
-0.638547353,-0.432685013,0.307793635,0.12889545,-1.124239508,-0.605455841
0.637670944,1.673668331,1.453845203,0.969074751,1.057713609,0.687952496
0.106565922,-0.028829566,-0.27392552,-1.362086765,-0.624003502,0.380862757
-0.327607626,-1.11121884,-1.394789542,-0.507636825,-0.907904056,-1.790711657
-0.105715014,0.374425286,0.717502154,0.223241747,-0.240949495,0.397631416
-0.024032795,-1.516441024,-0.961055926,-0.387964754,-0.463571858,-0.851179412
1.057261882,-0.064328346,1.116521122,2.073480738,1.108346741,0.290932861
-1.173198613,-0.126071839,-0.319716187,-0.3312159,-0.42225443,-1.587574317
0.596078273,0.335750942,-0.285956661,0.804199462,1.688466081,0.370282163
0.502047979,0.416940539,-0.23578719,0.537928488,0.460671503,-0.388407727
-0.01410961,1.162190909,0.227366314,0.259155333,0.7622087,0.804509327
0.065258204,-0.992023344,-1.095468148,0.418325636,-1.048166654,-0.52575198
0.072002863,-0.266746498,-0.470266667,-0.748382822,-0.612290575,-0.246827507
-1.068794337,0.305775183,0.0455289,-0.213046028,0.221519797,0.053902195
-0.418689503,1.023522415,1.084706992,0.009990589,-0.720254232,0.910118439
-0.295792765,-0.19396445,-0.197490101,1.323812544,-0.915912503,-0.241498057
0.061989217,1.353747514,0.744306685,0.38915585,0.151199022,-0.234095365
2.925649985,0.829892205,1.74835929,3.679099839,3.558275173,1.707584313
1.679313682,3.202517014,1.820117327,2.088339107,1.101737754,1.192308009
-0.280194089,-0.282869129,-0.231899552,-0.106924679,-1.0136903,-0.904113079
-0.658224943,1.035807463,0.454784071,-0.428952714,0.209110614,0.056467455
-2.252183395,-1.694792315,-1.949587942,-1.759238043,-1.046671666,-1.098687103
-0.807715443,-0.609946522,-1.409003935,-0.291519328,-0.88983305,-0.887514445
0.749219374,1.18163534,0.099319145,-0.464036168,0.747605739,0.346907665
0.949428796,0.15047884,1.121305968,0.605599221,1.938874194,0.513092846
1.360888864,1.138163035,-0.10006809,0.617904261,0.8700322,1.054739951
0.740535997,1.030296517,1.217350936,0.665716172,1.96715796,1.627152885
-0.780896579,0.052581521,-1.545067282,-0.013080772,-0.76239246,-1.064640301
-0.941948869,-0.379904034,-1.252863864,-0.917583308,-1.023346677,-0.165881321
1.569006257,-0.029431025,0.76408324,-0.155417423,0.940850055,1.037663637
0.571513249,-1.225724013,0.477709981,-0.630070351,1.757618981,-0.623342148
-0.001890847,-2.002349226,0.232235729,-1.364578367,0.228876218,0.055852358
-0.372035651,-0.469297347,-0.366685361,-0.901696237,1.115304547,0.527785109
-0.371132782,-1.254734005,-0.086375574,0.36542226,-0.706045115,0.371710144
-0.068689199,1.112526566,0.060467407,0.871203558,0.958203092,1.108651128
-0.540397439,-0.098755045,0.061497388,-0.728007262,0.362856577,0.372762583
0.804751069,-0.475511592,-0.416627562,0.120884914,-0.55732219,0.206890137
-0.640623922,-1.020786544,-0.921686758,-1.537759178,-0.628869049,-0.763306369
-0.96922979,0.310725858,-0.987921301,0.633058921,-0.274714847,0.650510238
-1.476351281,0.173594284,1.121340932,-0.196830785,0.283486203,1.006456157
-0.64035315,-1.495600245,-1.803456962,-1.653878424,-0.641430432,-1.270911465
1.456887578,0.24549225,0.585487594,0.930399752,0.820194254,-0.036849054
-3.068022459,0.581887766,0.052264579,-0.150333448,-0.537408771,-0.222195868
2.367612183,0.610053488,0.937225244,1.743017376,1.668738792,0.449707297
0.116940618,0.512632371,0.199903978,0.238640986,1.410320944,0.700387577
1.045490851,-0.543581275,0.515930644,0.869463786,1.301504762,0.525899141
-0.07115155,-0.909285873,-0.034643808,-0.03999403,-0.34248377,-0.414080273
-0.022524623,0.878485243,0.27363344,-0.613479802,0.593385199,-0.332398082
0.281680047,0.456319673,0.614611101,0.472240583,0.403618374,-0.264444799
1.271814647,0.49561281,1.067873598,0.827485113,-0.425683431,1.444156424
-1.18866672,-0.590800444,0.234625194,-0.198788224,-0.677140186,0.670690787
0.416202964,0.418565101,2.945855498,2.214368466,1.33197391,2.145992507
0.732243747,-0.426892152,-0.037585242,-0.110445593,0.662074285,-0.37181704
0.790918759,0.920674666,0.298530215,0.035289249,2.183609026,0.633647719
0.059373864,-1.298237491,0.562060935,-0.043434127,-1.19405224,-0.80887584
0.194488469,0.396735513,-0.825341454,0.479257226,-0.622943147,0.967952854
-2.245008796,-2.407552463,-3.024629132,-2.020110174,-1.463873029,-3.045063496
-0.590922167,0.18515643,0.292254196,0.290146673,-0.743475575,0.458178755
0.930519954,1.215098239,-0.18293846,0.904226033,-0.356369646,-0.279934295
0.397022667,0.621133689,0.56972637,-0.757829526,0.419142124,0.452614502
0.257915389,0.036744146,0.159347667,-0.743018897,0.204059653,-0.195114098
0.05433673,0.541062001,-0.505386545,-0.454715208,-1.174304354,0.093424723
0.464964839,1.036832208,0.916664761,-0.189828432,0.637043907,1.433099825
0.179806672,-0.185801265,-0.097496621,-1.297905814,0.234144128,-1.379799805
1.556368905,3.407876565,2.43102424,1.630960017,1.727525581,2.637001344
1.321440673,-0.176843652,1.486976349,1.122221689,1.588785283,0.892169084
-1.114257431,-0.15438459,-0.689098348,-0.661827554,0.034548163,0.493799263
-1.16140753,-1.094088246,-1.653298043,-1.519865197,-0.480083744,-1.660125917
-1.621397229,-2.181686594,-1.708450061,-1.806528003,-1.662028748,-1.590141264
0.139614874,0.421864734,0.252999653,0.186674897,-1.14063496,0.959288238
0.130916154,-1.173438578,-0.19997431,-1.121322684,-0.555237745,-0.892574249
0.155615952,0.390108968,-0.433378822,0.167669834,0.007398569,-0.76417363
-2.020066896,-0.414892548,-1.031392561,-1.300464465,-1.561117155,-0.269851279
-0.021375975,1.005218534,0.652736504,0.315309122,-0.54223552,0.091564541
0.821225421,1.073086261,1.10925611,0.607931569,0.325860129,1.031268664
-0.921582802,-0.562367958,-0.829437725,1.054855049,-2.242869351,-0.478366049
1.664834479,0.190530475,1.972440524,1.209063909,1.30560807,1.306220375
-1.289070791,-0.428616131,-0.945134602,-1.168014193,-0.694782223,-0.549348654
-0.211796677,-1.022227617,-0.462720438,-0.150880193,-0.96598624,-2.198035106
-0.156819134,-0.367949359,-1.011388608,-0.828521095,-0.773762235,-0.262253258
1.04273489,-0.201711091,1.668563046,1.78404315,0.797487838,2.382912078
0.081798491,0.412086665,-0.716014451,-0.339031932,0.341740099,-0.089879387
0.281106191,1.010683832,0.446553202,0.381253746,0.575690931,0.444310672
0.082821971,0.834059594,1.057046882,1.151791406,0.320768987,1.236963369
-0.38297565,0.216202194,0.206099769,-0.229015191,0.837062853,0.934333325
0.203092723,0.542032481,0.356396431,-0.507261454,-0.936956266,0.078848245
0.338372586,-0.226758995,0.874616901,0.507648831,0.070428218,0.139948763
-0.716383792,-1.387038179,-0.95840416,-1.754987065,-1.923708126,-1.154720468
1.276969176,1.784468277,1.996200952,0.956501651,1.829519283,1.496605728
1.003026784,1.137173442,0.346046117,1.207126246,1.023731353,-0.645943717
-2.180291092,0.507595032,0.357176451,0.675571456,-1.12343476,-0.187216526
-1.379101415,-1.922175388,-1.546822032,-0.702159709,-0.849226199,-1.448860715
0.464245101,0.095337044,-0.495973283,-0.241040563,0.177209532,0.316222219
1.252486355,-0.223003444,2.669935118,2.223936788,0.735792868,1.698734893
0.004154544,-0.885440508,-0.486929634,-0.825607933,-0.235787797,-1.102999017
2.589278534,1.457347019,2.23027697,0.989234586,1.403879849,1.619821726
-1.108641106,-0.587745007,-1.444466431,-1.893766812,-1.106300799,-1.250698354
0.119121573,-1.702212726,-0.180476069,-0.286522175,-1.614759935,-1.642873586
0.732164283,1.134390786,0.125169313,0.481810003,0.179315656,0.117515882
0.33958733,-0.355197469,0.040270331,0.914369577,-0.800220224,-0.580640528
0.92312518,-1.235741848,-0.496277026,-0.225278552,0.12747365,-0.384674759
1.152697822,0.161424641,0.896615519,0.454943359,-0.005115235,1.011623576
-0.317608985,-0.225667761,-0.998758733,0.321077536,-0.084556004,-0.359761604
0.434679721,0.213124542,-0.187582451,-0.181103075,0.957520877,-0.060625192
-0.365471132,-1.502510244,-1.713501843,-0.762891802,-1.326285398,-2.039349696
0.017174844,0.100958348,1.099212549,2.467068124,1.168719578,1.204266049
0.415404687,0.985230164,0.629967678,0.811429477,0.700868625,0.532112279
-0.19187434,-0.059450826,-0.412651041,-0.274065532,-1.23396373,0.010455813
-0.36615104,0.527947071,0.464527937,0.924376663,-0.344553824,0.339283932
0.737069103,1.423645206,1.6148755,1.591322816,0.548200293,1.348047212
1.553545922,1.441222698,1.319296471,1.130632319,2.288964544,1.081130831
0.505467345,0.004045912,-1.065175172,0.523489034,-1.555577307,-0.906749772
1.246439817,0.745922012,1.356057392,1.173359763,1.125536658,0.256785329
-1.106875001,-0.610050072,0.064365546,-0.742138009,-1.228917248,-0.943893346
1.296931892,1.515986573,1.675323978,1.427092329,0.421125812,2.625318134
0.855907949,-0.68980722,1.065906531,1.146269983,1.176637071,-0.133029656
-0.697784959,-1.125371318,-0.954828096,-0.032292887,-0.649162754,-0.490543525
-0.559336812,-0.374865676,-0.607216322,0.253637543,-0.910801373,0.097954086
0.16134914,0.402356511,0.906090501,0.134085641,0.726305599,0.961913512
0.418469486,-1.070112213,-0.561616905,-0.650001616,-0.433203975,-1.175247295
0.800506739,-0.14455725,1.065884714,0.353697185,0.806732977,0.12764061
0.720495389,1.144443931,0.749300682,0.250192758,-0.602868648,1.465477088
-0.919095885,-0.292322341,-0.158225312,-0.087656475,-0.514842298,-0.862938578
0.772369581,1.257133189,-0.183817721,1.231594054,0.295110294,0.373688728
1.483072238,1.291805359,0.77756605,1.984789978,0.845232993,1.230258781
0.468012801,0.264721312,-0.667056817,-0.949544095,0.408739246,-0.160885311
0.422065217,0.485364154,0.135687719,-0.197040117,-0.213395927,-0.087731966
-1.498096877,-1.96841836,-1.773850131,-1.200876798,-1.943927491,-2.006619247
0.729623988,0.6735716,2.133486026,0.335558714,1.509796207,0.980802217
-0.041620028,-0.602421921,-0.005831541,-0.067725842,0.30444162,-0.640365071
-0.687340644,-0.778157663,-1.174716679,-0.770308355,-1.264684087,-0.4013854
0.311160211,0.391854923,-0.112169757,-0.088529754,0.835015914,-0.339849863
-1.114430898,-0.521923236,-1.337039241,-0.40589151,-0.593989383,-0.789877999
-0.371667578,-0.503860127,0.700890904,0.453273248,0.463952766,0.010413256
-0.181195082,0.47620839,0.56711384,0.340345112,1.269298659,1.802094872
-0.261318371,-1.922807988,-1.756788092,-0.587979403,-0.189322616,-1.287964393
-0.201389859,0.467412445,0.479202686,-0.096589548,0.731414737,0.522438389
-0.292329049,0.81770065,0.095704961,-0.087910799,-0.29517771,0.143301238
0.034157188,-0.199455915,-0.268662617,-0.066773054,-0.122512077,-0.960005692
0.431263563,0.515270546,0.731583285,0.549181646,0.27915453,0.274733867
-0.284138855,-0.041026515,-0.070934502,-0.264507238,0.352980871,1.054463206
-1.069644023,-0.825584211,-0.69236818,-1.282594305,-0.907158542,-0.642554288
-0.520851308,-1.313614871,-0.844631286,-0.487707105,-0.559810377,-0.927838736
1.273280118,1.220204258,1.022955332,0.194668215,0.09776212,0.421413531
0.818236103,-0.326717929,-0.310811268,0.588929924,1.068982343,0.817514334
0.011657198,-1.366386622,0.388213466,0.432023419,0.121996982,0.474691232
0.466378885,0.884593607,1.263127926,0.847772177,1.31267555,-0.381416278
-0.291409579,-0.816031655,-1.295967749,-0.823516768,1.49323593,-0.545476192
1.837637336,1.275098659,1.388161921,0.47123738,1.407508589,1.473142524
1.777807266,1.605429452,1.703267272,1.95025962,0.618357284,1.16503634
1.148672802,-0.114968131,0.788100761,-0.876959418,1.18454945,1.011718893
1.004213326,0.050276289,0.23847058,0.655983455,0.255432664,-0.282740833
1.207999686,0.439899561,1.347378295,1.237540996,0.857132396,0.128099183
0.500735405,-0.292002575,1.122420376,0.216354571,0.783684752,-0.428743173
0.182359904,0.355197281,-0.006138713,0.871916696,-0.551489585,0.400585443
-1.596926917,-1.259431649,-1.590663217,-0.770717224,-0.956210053,-2.40443057
-0.067648242,-0.38591482,0.072132539,1.047002829,-1.077789044,-0.882119473
0.397210145,-0.782129039,-0.647618245,0.621917235,-0.02923731,-1.527547693
-1.422292855,-0.237271084,-0.449637207,-1.189711949,0.454328789,-0.610030655
0.596843541,1.330554583,0.441031899,-0.171132991,1.201674027,1.39546407
0.378363993,0.390268083,0.228121483,0.850882187,1.332320156,0.832442242
0.645624257,0.61647625,1.352407974,-0.274425464,0.425173044,2.503403133
0.175586728,-0.580893196,0.410175625,0.22833791,0.01145035,-0.363276911
1.655702297,0.002831856,1.087917384,1.386895482,1.396417721,0.469073136
2.032283063,-0.863962027,0.590395407,1.664756846,1.890929565,0.751612092
-0.917449899,-0.355771929,-0.683043244,-0.016723011,-0.867681613,-0.435929963
0.258523319,2.201995895,2.136578384,2.403762154,2.349995064,0.839599454
1.077745146,-0.412952333,0.507673128,0.457307322,0.372725876,-0.669946306
-0.881429634,-0.383585661,0.030617046,-0.173399438,0.342598659,0.607043701
-0.465395347,-0.444886078,-0.704394088,1.283552827,0.600908988,0.255591969
-0.822937661,-0.837480309,-0.769007176,-2.326795564,-0.803897831,-0.913627899
-1.045266124,-0.471981845,-0.101582322,-0.066056663,-1.580799956,0.463931833
0.845534962,0.798283007,1.019790706,-0.016877767,2.489635179,0.353881586
-0.103182416,0.182795652,1.410468903,1.099068294,1.236405496,1.257119544
1.069864057,0.642905309,1.452335175,1.786577596,0.778901559,1.833027312
-2.819169854,-2.004597753,-2.235023363,-1.955564221,-2.11135045,-1.932697496
0.131676607,0.133305733,-0.215086718,0.764437287,0.347125673,-0.165320197
-0.734850207,0.167300886,0.009165252,0.628846764,0.670495921,-0.404860722
1.065070081,0.169335746,0.420978484,0.872232048,0.377450438,0.24059413
-1.338103166,-1.616667777,-1.29649531,-0.104868592,-2.453493773,-1.882388226
-0.066871098,0.193513496,-0.78642163,-0.101288102,0.283295863,-0.692684033
-0.036701662,-1.522451213,0.199903723,-0.558703126,-0.798605429,-0.184406465
0.349289705,-0.633624989,-0.625584522,-1.826434918,-1.859841051,1.165323131
1.828005851,0.221195176,0.66489052,0.350275531,0.68159114,0.999762425
0.597041116,1.10806535,0.892316889,0.899923745,0.805860048,0.453717767
0.653283958,-0.177271831,-0.51446788,0.16044601,0.832231649,-0.183532217
-0.021079046,-0.281283992,0.165510426,0.162802975,0.024429438,-1.44997207
-0.610053716,1.278547093,1.66906501,1.711165663,0.802831254,0.367459751
-0.059353087,-0.103567617,-0.395696286,-0.232930658,-0.431812979,0.35405021
0.860894927,0.211440674,1.637763569,0.516871603,-0.229008216,1.20968842
0.150394913,0.637893477,0.37480713,-0.774315793,0.357233873,0.544838725
-0.96755451,-1.129010709,-0.612722624,-0.380209031,-0.686102323,0.311138445
1.109294839,0.435827164,0.612944477,0.573586631,-1.197930992,0.068170493
-0.238085339,-0.255123867,-0.703881302,-0.97251874,-1.484802705,-0.389742325
0.910407571,0.198857849,1.05473381,2.222419555,1.505313138,1.314143699
0.762906865,1.655044745,0.804783467,1.132877433,0.028268465,0.426841165
-0.857223787,-1.809540488,0.70908981,-0.298544468,0.909328048,0.041819695
-0.193940287,0.114639597,0.713829479,0.603410488,1.653903781,0.605291344
-0.977340428,-0.559368553,-0.959655846,0.14724778,-1.522200852,-1.232319592
-1.519653546,-0.680143762,-0.416175921,-1.54621757,-1.388535422,-0.474419071
0.19763772,0.485836737,0.175203931,0.256393473,0.735364881,-0.265384739
-0.625433136,-2.309889604,-1.48709999,-1.753045171,-0.77690857,-1.10299269
1.197149983,0.898442538,3.852802009,2.672364365,3.691801255,2.144342726
-0.8892177,-1.728751351,-1.588941911,-1.765471952,-0.353382329,-0.783967142
-0.168981338,-0.554774042,1.867223382,-0.2437337,-0.047843174,0.711913482
-1.731319723,-0.646542553,-0.360364664,-0.909245011,-0.94749202,0.321365859
1.068345519,2.363710135,1.066954669,1.376413004,1.57180128,1.505040975
0.430031225,0.961124284,1.063859298,0.347520647,0.418051266,1.75410676
0.22630925,0.014364477,0.191318686,0.901385054,-0.27293532,-0.237332925
0.115332505,0.532713354,0.299581543,1.920806609,-0.372801938,-0.542037428
-1.071473664,-0.342411904,-0.918796046,-1.019606617,-0.896717989,-0.999958986
1.101453278,0.547434458,1.702002075,1.761804868,0.789707079,0.93317931
0.604617129,-0.138064965,-0.280016312,-0.098072747,0.270710758,-0.678667877
-1.565055936,0.092779004,-0.519554474,0.710894315,-0.426721135,-0.270581629
1.299509774,0.538491474,1.059879861,1.396328669,0.779882936,-0.233673381
1.769878168,0.84491628,1.498017771,1.514311602,0.484686841,0.442694181
-0.586679181,-0.056768029,1.388187145,0.527400967,1.864345636,1.624075438
2.338422866,1.071844632,0.526462031,0.842688248,3.400285936,0.74792886
1.016129994,0.785232989,0.835357799,-0.164093345,-0.111974092,-0.175444391
1.300338546,0.80865543,1.234082049,1.513541894,0.907055584,0.967917211
-1.181987647,-1.362600974,-1.616066582,-1.039493303,-2.251669588,-1.679745881
-0.045707878,-0.581451137,-0.917820217,-0.611415769,0.370444826,0.852857995
-0.819634089,-0.031299319,0.584380934,0.037322542,0.88447903,0.599308655
-0.485350737,-0.788430178,0.031542073,0.031578039,-0.283015774,-1.122661575
0.248844349,0.630912692,-0.83114805,0.897989124,0.517002847,0.470256688
-1.202423117,-0.165431209,-0.763633417,-1.649704083,-0.97887292,-0.408540207
0.163867471,-0.348694209,-0.202340552,1.626915419,0.420513764,-0.412806934
1.038446549,-0.201718626,1.541530572,0.803987796,0.760363864,1.478579666
-2.246125898,0.473370473,0.194484957,-0.409952431,-1.313227808,-0.390505601
0.535737192,0.239179711,-0.327607915,0.867282487,0.545870842,0.092954358
-0.779473483,-0.478682293,-0.629171304,-0.88150077,-1.128831476,-0.938483516
-0.839696028,-1.68967275,-0.116930077,0.291250281,0.22350331,-0.75401472
0.638669632,0.126417896,-0.427800957,0.691017169,0.096677855,-0.155854882
0.283251084,-0.892969842,-0.36385838,-0.507570064,-0.029905641,-0.826365848
-1.59928706,-1.007287706,-1.257354967,-0.652291374,-0.443116609,-1.385889013
-0.305978866,-0.609670208,-0.025607046,-0.061786731,-1.45123178,-0.691424521
0.971983887,0.162119197,0.052282328,0.577825056,0.968228943,1.68167448
-0.013126521,0.010887811,-0.209807628,0.394513778,0.024227663,-0.72864046
1.063190302,1.027799003,0.379596243,0.456826146,0.884572278,0.49067833
-0.006754517,0.017635646,0.347959932,0.014375484,0.427318302,1.202047691
-0.462042725,-0.281320823,-0.034608408,-1.263266396,-0.50911719,-0.282483451
0.02030963,-1.918379228,-0.821430176,-0.922380121,-0.320422727,-1.06950111
0.12047045,0.542959018,0.274527611,0.068322938,0.692082796,0.902747865
1.070775264,0.64758985,-0.046274298,1.640481326,0.382629503,0.232445591
1.085146571,-0.716272747,0.53948945,-0.709006242,0.483530583,0.051929552
-1.339224986,-1.245979785,-2.690554807,-1.853305717,-0.280782225,-1.964512345
0.887291529,1.894851684,1.042076974,1.424067466,0.417667851,0.833821284
1.345337679,0.571137744,0.378107542,0.437789159,1.649677673,0.981571347
0.719258182,1.126647155,1.38508357,0.762818344,1.144388841,1.087355016
-0.366553854,-0.369167224,-0.516795248,-0.460053159,-0.276832404,0.48892671
-0.890218302,-0.776020813,0.735689325,0.69773924,-0.219937332,1.232111589
-0.33703784,1.14921987,0.913303019,0.322460195,1.189371779,2.294261784
-0.226017733,-0.241505889,0.837317331,-0.082803666,-0.375911984,0.168385616
1.046967362,0.225938435,0.340085557,1.222016015,-0.567777229,0.233725935
0.784440607,0.706481662,1.536595171,0.260692634,1.042893243,-0.160483717
-2.025474171,-1.344547057,-1.658520336,-1.373468776,-2.933202219,-1.919604246
1.18690016,0.284875918,0.54290401,1.401976617,0.512536805,-0.092203703
-0.144217736,0.124414439,0.901385066,-0.301415785,1.652094929,0.214129029
-0.044118125,0.16573413,-0.319577362,-0.23224,1.934717872,-0.647097497
-1.130507147,-1.601435677,-2.261770595,-1.047373964,-0.614867057,-2.614115376
-0.237417721,1.651672459,1.250854787,0.27489173,-0.379472615,2.476606997
-1.157167585,-1.874349921,-0.670160213,-2.001914883,-0.786043812,-1.354368026
-0.201365855,-1.146348108,-0.420945626,-0.945344932,-0.774867924,-1.079038493
-0.314560898,-0.334137791,0.447256908,-0.525745498,0.966991878,0.654767581
0.328296859,1.19036258,1.200539381,0.457259055,-0.275473475,1.166702825
-1.663796434,-1.099510419,-0.799987696,-1.05007413,-1.868299975,-1.828276475
0.979411082,0.687707816,0.378844016,0.399515172,0.991537832,1.020948587
0.812385475,-0.207520675,0.606838475,0.401200214,-0.289771726,0.249690439
1.018046181,0.532630308,1.062833602,1.345017514,-0.416414653,2.199270804
-0.290030096,1.725758002,0.84077924,0.037376471,0.195498538,1.302002439
-0.455361332,0.209289111,-0.507731496,-0.73473178,0.897956354,-0.833123109
0.499407412,1.051509643,1.350074915,0.851065292,1.344685886,1.099506626
-0.78390849,0.538191366,-0.725560095,-1.046877553,-0.624217982,-0.294379327
1.150785511,2.448787144,2.061905598,0.93406848,1.360460117,3.420645877
0.723125826,0.791773436,1.103078514,0.967143384,0.784921027,0.075011501
-0.683745314,-0.06944381,-0.896807824,-0.950611572,-0.816156171,0.243577207
0.95163875,0.485792643,0.989305236,1.252607217,0.064176268,0.680436442
-1.541248799,-1.184032954,-0.287998355,-0.03277781,-0.368375385,-0.2340413
0.694186411,0.472822848,-0.130463476,0.543210648,-0.267286041,-0.15095387
0.881346327,0.95703735,0.868228965,0.883584516,0.966657631,0.041886853
0.996430698,-0.237398087,0.854093352,1.022581549,0.501993466,-0.412268904
-0.714498611,-0.08360056,-0.295912577,-0.686788025,-0.223325205,0.218843115
-0.068480751,-1.979860331,-0.559300756,-0.90796341,-0.443924629,-1.264525365
0.301547169,-0.327970366,-1.394941538,-0.365724186,0.963092769,-1.158751601
0.226435002,-0.296984124,-0.263475872,0.414105635,-0.92393943,0.160154151
1.09603884,0.398107301,2.469866979,2.112805536,1.583937088,1.310020346
-0.952213047,-1.883628091,-2.011336222,-0.374498569,-0.886354582,-1.50074049
-0.144503737,-0.00238044,1.396429787,0.558205078,0.694379314,1.535233828
0.586942448,-0.102025241,0.879314499,-0.179071398,1.124803018,1.302542466
-0.068056527,-1.190457862,-1.131543819,0.168389444,-0.647476686,-0.033706433
0.484685505,0.234927297,0.238852956,-0.080155016,0.35310509,0.730246874
0.209005634,-0.24452673,-0.833707482,0.471911289,-0.184999967,-0.025899419
1.086590824,0.798721821,2.167044306,1.92557088,1.653235849,2.48298435
2.20328794,2.615760041,2.46607609,1.279136016,2.413560465,2.226118021
-1.664292528,-1.80876121,-1.577410515,-0.673289082,-1.477493284,-2.1602204
0.419762972,0.393647785,-0.531466906,-0.270324475,-0.9397017,0.15532482
0.241427939,0.941978246,0.555246568,1.130968072,-0.006090956,0.849940705
-0.408417571,-0.623602003,-0.907802341,-0.046915018,0.054950258,0.86296544
-0.626256576,-1.606015709,-1.365699319,-0.912636899,-0.35291333,-2.163801161
-0.056279659,0.489966666,-0.079045641,-0.297973046,-0.115785172,-0.040337591
-1.778936299,-1.235842628,-1.764974039,-1.608710816,0.038076329,-1.39155439
-0.239565485,-0.48115887,-0.785660662,-0.745756196,0.851552998,-0.860560062
-1.579754746,-0.687806219,-1.821891198,-1.473384741,-0.570153719,-0.514822917
-0.202472985,-1.535090833,0.325050254,-0.386503671,-0.524550812,-0.248861765
-1.832044352,-0.478369273,-1.373076899,-0.378489303,-1.252005852,-1.600615836
1.359507195,1.447793011,1.295636908,1.314281968,-0.078477775,1.509612134
0.336548266,0.510774109,0.757261546,0.931060795,0.365557611,0.42771422
1.560622063,1.477040004,1.273441177,1.646098643,1.09644239,1.064046599
0.848710808,0.720475714,-0.308803691,0.123678079,0.746187611,0.310924982
-0.6281375,-0.170256234,-0.80133887,-1.379122135,-0.001884252,-1.250324109
0.250830464,0.57252759,0.761030792,-0.093757383,0.869032673,0.738408823
0.583714342,0.842443998,0.15611448,0.235995056,1.313894816,-0.889794246
-0.735552272,0.471769459,0.886887538,0.217761163,1.192996895,0.437165205
-0.085763698,0.284480153,0.221576845,0.764116959,0.470382031,0.092484929
-0.104650261,-0.218357904,-0.735515905,-1.06334569,0.485213648,-0.046505045
0.098045227,1.276639361,0.148311458,-0.290049342,1.205946111,0.783430206
-0.814859783,-1.641693598,-1.905979506,-1.13870793,0.674032496,-1.413985316
0.210275243,-0.992712906,-0.036719826,-0.445922889,-0.874977575,0.250350762
